codigo_eje;nombre_eje;coddisa;nomdisa;codred;codmicro;codigo_pre;nombre_pre;almtipo;red;diris;CATEGORIA;DISTRITO;MICRORED;RISS;NORTE;ESTE;BOLETEA
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;03;05;34079;C.S.M.C. SAN PEDRO DE LURIN;C;VILLA EL SALVADOR - LURIN - PACHACAMAC - PUCUSANA;LIMA SUR;I-3;LURIN;LURIN;LURIN Y BALNEARIOS;-12.18511;-76.96154;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;30;00;040F01F01;BOTICA FARMAMINSA DIRIS LIMA SUR BOTICA MUNICIPAL PUCUSANA;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;PUCUSANA;NO PERTENECE A NINGUNA MICRORED;LURIN Y BALNEARIOS;-12.46985;-76.75218;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;30;00;040F02F01;BOTICA FARMAMINSA DIRIS LIMA SUR BOTICA MUNICIPAL LURIN;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;LURIN;NO PERTENECE A NINGUNA MICRORED;LURIN Y BALNEARIOS;-12.274869;-76.871498;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;30;00;040F03F01;BOTICA FARMAMINSA DIRIS LIMA SUR BOTICA MUNICIPAL SAN JUAN DE MIRAFLORES;C;NO PERTENECE A NINGUNA RED;LIMA SUR;;SAN JUAN DE MIRAFLORES;NO PERTENECE A NINGUNA MICRORED;SAN JUAN DE MIRAFLORES;-12.274869;-76.871498;NO
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;01;03;35252;C.S.M.C. SAN IGNACIO DE SURCO;C;BARRANCO - CHORRILLOS - SURCO;LIMA SUR;I-3;SANTIAGO DE SURCO;URBANA;BARRANCO CHORRILLOS SURCO;-76.97665982119155;-12.14055079037511;SI
036;LIMA METROPOLITANA;040;DIRIS LIMA SUR;02;02;35136;P.S. 6 DE JULIO;P;SAN JUAN DE MIRAFLORES - VILLA MARIA DEL TRIUNFO;LIMA SUR;I-2;SAN JUAN DE MIRAFLORES;;SAN JUAN DE MIRAFLORES;-76.978016;-12.140567;SI
036;;040;DIRIS LIMA SUR;01;;040A00;ALMACEN LOGISTICA;A;BARRANCO - CHORRILLOS - SURCO;LIMA SUR;;;;;0;0;NO
036;;040;DIRIS LIMA SUR;01;;040A01;ALMACEN ESPECIALIZADO;A;BARRANCO - CHORRILLOS - SURCO;LIMA SUR;;;;;0;0;SI
036;;040;DIRIS LIMA SUR;01;;040S01;SUB ALMACEN BARRANCO;S;BARRANCO - CHORRILLOS - SURCO;LIMA SUR;;;;;0;0;SI
036;;040;DIRIS LIMA SUR;03;;040S03;SUBALMACEN VES;S;VILLA EL SALVADOR - LURIN - PACHACAMAC - PUCUSANA;LIMA SUR;;;;;0;0;SI
036;;040;DIRIS LIMA SUR;04;;040S04;SUBALMACEN BIOLOGICOS;S;BARRANCO - CHORRILLOS - SURCO;LIMA SUR;;;;;0;0;SI
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;04;05614;BAYOVAR;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;05;05615;SU SANTIDAD JUAN PABLO II;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;05;05616;10 DE OCTUBRE;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;00;00;05617;HOSPITAL SAN JUAN DE LURIGANCHO;H;NO PERTENECE A NINGUNA RED;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;03;05618;GANIMEDES;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;03;05619;AYACUCHO;P;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;03;05620;MEDALLA MILAGROSA;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;03;05621;HUASCAR II;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;03;05622;HUASCAR XV;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;04;05623;PROYECTOS ESPECIALES;P;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;04;05624;JAIME ZUBIETA;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;04;05625;SANTA MARIA;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;04;05626;TUPAC AMARU II;P;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;05;05627;CRUZ DE MOTUPE;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;05;05628;JOSE CARLOS MARIATEGUI;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;05;05629;ENRIQUE MONTENEGRO;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;05;05630;JOSE CARLOS MARIATEGUI V ETAPA;P;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;01;05638;LEONCIO PRADO;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;01;05639;SAN JUAN DE AMANCAES;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;01;05640;CIUDAD Y CAMPO;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;01;05641;FLOR DE AMANCAES;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;01;05642;VILLA LOS ANGELES;P;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;01;05643;MARISCAL CASTILLA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;01;05644;RIMAC;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;04;05734;RAUL PORRAS BARRENECHEA;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;04;05735;EL PROGRESO;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;04;05736;LA FLOR;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;04;05737;VILLA ESPERANZA;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;04;05738;JORGE LINGAN;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;04;05739;LUIS ENRIQUE;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;04;05740;PUNCHAUCA;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;04;05741;CHOCAS;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05742;MEXICO;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05743;PERU IV ZONA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05744;CONDEVILLA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05745;AMAKELLA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05746;LOS LIBERTADORES;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05747;VALDIVIEZO;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05748;SAN MARTIN DE PORRES;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05749;PERU III ZONA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05750;CERRO LA REGLA;P;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05751;GUSTAVO LANATTA LUJAN;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;01;05752;CAQUETA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05753;AÐO NUEVO;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05754;COLLIQUE III ZONA;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05755;CENTRO MATERNO INFANTIL LAURA RODRIGUEZ;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05756;GUSTAVO LANATTA;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05757;SANGARARA;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05758;PRIMAVERA;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05759;MILAGRO DE JESUS;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05760;SAN CARLOS;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05761;LOS GERANIOS;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;03;05762;11 DE JULIO;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05763;CARLOS A. PROTZEL;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05764;CARMEN ALTO;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05765;CARMEN MEDIO;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05766;SANTA LUZMILA I;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05767;COMAS;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05768;CARLOS PHILLIPS;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05769;HUSARES DE JUNIN;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05770;SEÐOR DE LOS MILAGROS;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05771;LA PASCANA;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05772;CENTRO MATERNO INFANTIL SANTA LUZMILA II;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;02;05773;CLORINDA MALAGA;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05786;ERMITAÐO ALTO;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05787;ERMITAÐO BAJO;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05788;EL CARMEN;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05789;PUESTO DE SALUD LOS QUECHUAS;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05790;MILAGRO DE LA FRATERNIDAD;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05791;TAHUANTINSUYO BAJO;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05792;TAHUANTINSUYO ALTO;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05793;TUPAC AMARU;C;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05794;LAS AMERICAS;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05795;VICTOR RAUL HAYA DE LA TORRE;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;24;01;05796;JOSE OLAYA;P;TUPAC AMARU;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05797;SAN MARTIN DE PORRES;P;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05798;LAURA CALLER;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05799;CLAS JUAN PABLO II;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05800;ENRIQUE MILLA OCHOA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05801;LOS OLIVOS DE PRO;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05802;LOS OLIVOS;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05803;PRIMAVERA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05804;VIRGEN DEL PILAR DE NARANJAL;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05805;MESA REDONDA;P;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05806;VILLA DEL NORTE;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05807;CARLOS CUETO FERNANDINI;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05808;CERRO CANDELA;P;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05809;EX FUNDO NARANJAL;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05810;SAGRADO CORAZON DE JESUS;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05811;INFANTAS;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;02;05812;CENTRO DE SALUD SAN JUAN DE SALINAS;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;25;03;05813;RIO SANTA;C;V  RIMAC-SMP-LO;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;02;05814;CENTRO DE SALUD MATERNO INFANTIL ANCON;C;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;01;05815;SAGRADO CORAZON DE JESUS;P;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;02;05816;MATERNO INFANTIL DR. ENRIQUE MARTIN ALTUNA;C;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;01;05817;SANTA ROSA;C;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;02;05818;JERUSALEN;C;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;01;05819;LADERAS DE CHILLON;C;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;01;05820;LA ENSENADA;C;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;01;05821;LOS SUREÐOS;C;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;01;05822;SAN PEDRO DE CARABAYLLO;P;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;02;05823;VILLA ESTELA;C;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;02;05824;SAN JOSE;P;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;26;02;05825;VIRGEN DE LAS MERCEDES;P;RED DE SALUD LIMA NORTE IV;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;02;05834;LA LIBERTAD;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;02;05835;LA HUAYRONA;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;02;05836;SANTA FE DE TOTORITA;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;02;05837;SAN HILARION;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;02;05838;SAN FERNANDO;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;02;05839;15 DE ENERO;P;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;02;05840;SANTA ROSA DE LIMA;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;01;05841;CHACARILLA DE OTERO;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;039;DIRIS LIMA NORTE;00;00;05842;PIEDRA LIZA;C;NO PERTENECE A NINGUNA RED;LIMA NORTE;;;;;;;
036;LIMA METROPOLITANA;036;NO TIENE ASIGNADO DIRIS;00;00;05843;SAN BENITO;P;NO PERTENECE A NINGUNA RED;;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;01;05844;AZCARRUNZ ALTO;P;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;01;05845;DANIEL ALCIDES CARRION;P;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;01;05846;CAJA DE AGUA;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;01;05847;MANGOMARCA;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;01;05848;CAMPOY;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;037;DIRIS LIMA CENTRO;02;01;05849;ZARATE;C;SAN JUAN DE LURIGANCHO;LIMA CENTRO;;;;;;;
036;LIMA METROPOLITANA;038;DIRIS LIMA ESTE;01;04;05851;FORTALEZA;C;LIMA ESTE METROPOLITANA;LIMA ESTE;;;;;;;
036;LIMA METROPOLITANA;038;DIRIS LIMA ESTE;01;02;05852;COOPERATIVA UNIVERSAL;C;LIMA ESTE METROPOLITANA;LIMA ESTE;;;;;;;
036;LIMA METROPOLITANA;038;DIRIS LIMA ESTE;01;02;05853;CHANCAS DE ANDAHUAYLAS;C;LIMA ESTE METROPOLITANA;LIMA ESTE;;;;;;;
036;LIMA METROPOLITANA;038;DIRIS LIMA ESTE;01;02;05854;HUASCAR;C;LIMA ESTE METROPOLITANA;LIMA ESTE;;;;;;;
036;LIMA METROPOLITANA;038;DIRIS LIMA ESTE;01;02;05855;METROPOLITANA;P;LIMA ESTE METROPOLITANA;LIMA ESTE;;;;;;;
036;LIMA METROPOLITANA;038;DIRIS LIMA ESTE;01;02;05856;SAN CARLOS;C;LIMA ESTE METROPOLITANA;LIMA ESTE;;;;;;;
036;LIMA METROPOLITANA;038;DIRIS LIMA ESTE;01;02;05857;VIÐA SAN FRANCISCO;P;LIMA ESTE METROPOLITANA;LIMA ESTE;;;;;;;
036;LIMA METROPOLITANA;036;NO TIENE ASIGNADO DIRIS;01;02;05858;MERCADO DE PRODUCTORES;P;LIMA ESTE METROPOLITANA;;;;;;;;
036;LIMA METROPOLITANA;038;DIRIS LIMA ESTE;01;08;05861;MOYOPAMPA;C;LIMA ESTE METROPOLITANA;LIMA ESTE;;;;;;;
